Threads;Speedup;Time
1;0.5;5185
1;1.0;1000000
2;0.5;8085
2;1.0;1000000
3;0.5;9649
3;1.0;1000000
4;0.5;12585
4;1.0;1000000
5;0.5;15311
5;1.0;1000000
6;0.5;25888
6;1.0;1000000
7;0.5;33181
8;0.5;43332
9;0.5;53979
10;0.5;65125
11;0.5;84286
12;0.5;85241
13;0.5;93546
14;0.5;126871
15;0.5;140258
16;0.5;175361
17;0.5;182470
18;0.5;180986
19;0.5;196246
20;0.5;198526
21;0.5;251855
22;0.5;255863
23;0.5;261484
24;0.5;275668
